model,arm,multiplier,cli,tier,tier_index,mode,raw_pull,clipped_pull,n_framings,n_anchor_arms
Grok,pooled,,CLI.C.576298704,Layperson,2,think,0.5,0.5,1,2
Grok,x05,0.5,CLI.C.576298704,Law student,3,non,1.0,1.0,1,1
Grok,x05,0.5,CLI.C.576298704,Law student,3,think,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576298704,Law student,3,non,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576298704,Law student,3,think,1.0,1.0,1,1
Grok,pooled,,CLI.C.576298704,Law student,3,non,1.0,1.0,1,2
Grok,pooled,,CLI.C.576298704,Law student,3,think,1.0,1.0,1,2
Grok,x05,0.5,CLI.C.576298704,Expert,4,non,1.0,1.0,2,1
Grok,x05,0.5,CLI.C.576298704,Expert,4,think,1.0,1.0,2,1
Grok,x2,2.0,CLI.C.576298704,Expert,4,non,-3.076060728279441e-05,0.0,2,1
Grok,x2,2.0,CLI.C.576298704,Expert,4,think,1.0,1.0,2,1
Grok,pooled,,CLI.C.576298704,Expert,4,non,0.4999846196963586,0.5,2,2
Grok,pooled,,CLI.C.576298704,Expert,4,think,1.0,1.0,2,2
Grok,x05,0.5,CLI.C.576298704,Chief judge,5,non,1.0,1.0,1,1
Grok,x05,0.5,CLI.C.576298704,Chief judge,5,think,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576298704,Chief judge,5,non,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576298704,Chief judge,5,think,1.0,1.0,1,1
Grok,pooled,,CLI.C.576298704,Chief judge,5,non,1.0,1.0,1,2
Grok,pooled,,CLI.C.576298704,Chief judge,5,think,1.0,1.0,1,2
Grok,x05,0.5,CLI.C.576560077,Fortune,1,non,0.0,0.0,1,1
Grok,x05,0.5,CLI.C.576560077,Fortune,1,think,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Fortune,1,non,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Fortune,1,think,1.0,1.0,1,1
Grok,pooled,,CLI.C.576560077,Fortune,1,non,0.5,0.5,1,2
Grok,pooled,,CLI.C.576560077,Fortune,1,think,1.0,1.0,1,2
Grok,x05,0.5,CLI.C.576560077,Layperson,2,non,1.0,1.0,1,1
Grok,x05,0.5,CLI.C.576560077,Layperson,2,think,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Layperson,2,non,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Layperson,2,think,-0.6385916465308941,0.0,1,1
Grok,pooled,,CLI.C.576560077,Layperson,2,non,1.0,1.0,1,2
Grok,pooled,,CLI.C.576560077,Layperson,2,think,0.18070417673455297,0.5,1,2
Grok,x05,0.5,CLI.C.576560077,Law student,3,non,1.0,1.0,1,1
Grok,x05,0.5,CLI.C.576560077,Law student,3,think,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Law student,3,non,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Law student,3,think,1.0,1.0,1,1
Grok,pooled,,CLI.C.576560077,Law student,3,non,1.0,1.0,1,2
Grok,pooled,,CLI.C.576560077,Law student,3,think,1.0,1.0,1,2
Grok,x05,0.5,CLI.C.576560077,Expert,4,non,1.0,1.0,2,1
Grok,x05,0.5,CLI.C.576560077,Expert,4,think,1.0,1.0,2,1
Grok,x2,2.0,CLI.C.576560077,Expert,4,non,1.0,1.0,2,1
Grok,x2,2.0,CLI.C.576560077,Expert,4,think,1.0,1.0,2,1
Grok,pooled,,CLI.C.576560077,Expert,4,non,1.0,1.0,2,2
Grok,pooled,,CLI.C.576560077,Expert,4,think,1.0,1.0,2,2
Grok,x05,0.5,CLI.C.576560077,Chief judge,5,non,1.0,1.0,1,1
Grok,x05,0.5,CLI.C.576560077,Chief judge,5,think,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Chief judge,5,non,1.0,1.0,1,1
Grok,x2,2.0,CLI.C.576560077,Chief judge,5,think,1.0,1.0,1,1
Grok,pooled,,CLI.C.576560077,Chief judge,5,non,1.0,1.0,1,2
Grok,pooled,,CLI.C.576560077,Chief judge,5,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.565805443,Fortune,1,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.565805443,Fortune,1,think,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.565805443,Fortune,1,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.565805443,Fortune,1,think,0.0,0.0,1,1
Doubao,pooled,,CLI.C.565805443,Fortune,1,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.565805443,Fortune,1,think,0.0,0.0,1,2
Doubao,x05,0.5,CLI.C.565805443,Layperson,2,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.565805443,Layperson,2,think,0.10526315789473684,0.10526315789473684,1,1
Doubao,x2,2.0,CLI.C.565805443,Layperson,2,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.565805443,Layperson,2,think,0.0,0.0,1,1
Doubao,pooled,,CLI.C.565805443,Layperson,2,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.565805443,Layperson,2,think,0.05263157894736842,0.05263157894736842,1,2
Doubao,x05,0.5,CLI.C.565805443,Law student,3,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.565805443,Law student,3,think,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.565805443,Law student,3,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.565805443,Law student,3,think,0.0,0.0,1,1
Doubao,pooled,,CLI.C.565805443,Law student,3,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.565805443,Law student,3,think,0.0,0.0,1,2
Doubao,x05,0.5,CLI.C.565805443,Expert,4,non,0.0,0.0,2,1
Doubao,x05,0.5,CLI.C.565805443,Expert,4,think,0.05263157894736842,0.05263157894736842,2,1
Doubao,x2,2.0,CLI.C.565805443,Expert,4,non,0.0,0.0,2,1
Doubao,x2,2.0,CLI.C.565805443,Expert,4,think,0.0,0.0,2,1
Doubao,pooled,,CLI.C.565805443,Expert,4,non,0.0,0.0,2,2
Doubao,pooled,,CLI.C.565805443,Expert,4,think,0.02631578947368421,0.02631578947368421,2,2
Doubao,x05,0.5,CLI.C.565805443,Chief judge,5,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.565805443,Chief judge,5,think,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.565805443,Chief judge,5,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.565805443,Chief judge,5,think,0.0,0.0,1,1
Doubao,pooled,,CLI.C.565805443,Chief judge,5,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.565805443,Chief judge,5,think,0.0,0.0,1,2
Doubao,x05,0.5,CLI.C.567792565,Fortune,1,non,0.0017056841925717455,0.0017056841925717455,1,1
Doubao,x05,0.5,CLI.C.567792565,Fortune,1,think,0.11115602263540825,0.11115602263540825,1,1
Doubao,x2,2.0,CLI.C.567792565,Fortune,1,non,-0.752431170063311,0.0,1,1
Doubao,x2,2.0,CLI.C.567792565,Fortune,1,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.567792565,Fortune,1,non,-0.3753627429353696,0.0008528420962858728,1,2
Doubao,pooled,,CLI.C.567792565,Fortune,1,think,0.5555780113177041,0.5555780113177041,1,2
Doubao,x05,0.5,CLI.C.567792565,Layperson,2,non,-0.403093308450411,0.0,1,1
Doubao,x05,0.5,CLI.C.567792565,Layperson,2,think,0.10711398544866613,0.10711398544866613,1,1
Doubao,x2,2.0,CLI.C.567792565,Layperson,2,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.567792565,Layperson,2,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.567792565,Layperson,2,non,0.2984533457747945,0.5,1,2
Doubao,pooled,,CLI.C.567792565,Layperson,2,think,0.5535569927243331,0.5535569927243331,1,2
Doubao,x05,0.5,CLI.C.567792565,Law student,3,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.567792565,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.567792565,Law student,3,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.567792565,Law student,3,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.567792565,Law student,3,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.567792565,Law student,3,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.567792565,Expert,4,non,-0.0384029779239315,0.013670557131641196,2,1
Doubao,x05,0.5,CLI.C.567792565,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.567792565,Expert,4,non,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.567792565,Expert,4,think,1.0,1.0,2,1
Doubao,pooled,,CLI.C.567792565,Expert,4,non,0.4807985110380343,0.5068352785658206,2,2
Doubao,pooled,,CLI.C.567792565,Expert,4,think,1.0,1.0,2,2
Doubao,x05,0.5,CLI.C.567792565,Chief judge,5,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.567792565,Chief judge,5,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.567792565,Chief judge,5,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.567792565,Chief judge,5,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.567792565,Chief judge,5,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.567792565,Chief judge,5,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.568732810,Fortune,1,non,-0.7901077996195307,0.0,1,1
Doubao,x05,0.5,CLI.C.568732810,Fortune,1,think,0.5224990702863518,0.5224990702863518,1,1
Doubao,x2,2.0,CLI.C.568732810,Fortune,1,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568732810,Fortune,1,think,-0.06205889510829886,0.0,1,1
Doubao,pooled,,CLI.C.568732810,Fortune,1,non,0.10494610019023465,0.5,1,2
Doubao,pooled,,CLI.C.568732810,Fortune,1,think,0.23022008758902646,0.2612495351431759,1,2
Doubao,x05,0.5,CLI.C.568732810,Layperson,2,non,-9.0427393785669,0.0,1,1
Doubao,x05,0.5,CLI.C.568732810,Layperson,2,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568732810,Layperson,2,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568732810,Layperson,2,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.568732810,Layperson,2,non,-4.02136968928345,0.5,1,2
Doubao,pooled,,CLI.C.568732810,Layperson,2,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.568732810,Law student,3,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.568732810,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568732810,Law student,3,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568732810,Law student,3,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.568732810,Law student,3,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.568732810,Law student,3,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.568732810,Expert,4,non,1.0,1.0,2,1
Doubao,x05,0.5,CLI.C.568732810,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.568732810,Expert,4,non,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.568732810,Expert,4,think,1.0,1.0,2,1
Doubao,pooled,,CLI.C.568732810,Expert,4,non,1.0,1.0,2,2
Doubao,pooled,,CLI.C.568732810,Expert,4,think,1.0,1.0,2,2
Doubao,x05,0.5,CLI.C.568732810,Chief judge,5,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.568732810,Chief judge,5,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568732810,Chief judge,5,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568732810,Chief judge,5,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.568732810,Chief judge,5,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.568732810,Chief judge,5,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.568896011,Fortune,1,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.568896011,Fortune,1,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Fortune,1,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Fortune,1,think,0.0,0.0,1,1
Doubao,pooled,,CLI.C.568896011,Fortune,1,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.568896011,Fortune,1,think,0.5,0.5,1,2
Doubao,x05,0.5,CLI.C.568896011,Layperson,2,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.568896011,Layperson,2,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Layperson,2,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Layperson,2,think,0.14064943743465796,0.14064943743465796,1,1
Doubao,pooled,,CLI.C.568896011,Layperson,2,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.568896011,Layperson,2,think,0.570324718717329,0.570324718717329,1,2
Doubao,x05,0.5,CLI.C.568896011,Law student,3,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.568896011,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Law student,3,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Law student,3,think,0.14064943743465796,0.14064943743465796,1,1
Doubao,pooled,,CLI.C.568896011,Law student,3,non,0.5,0.5,1,2
Doubao,pooled,,CLI.C.568896011,Law student,3,think,0.570324718717329,0.570324718717329,1,2
Doubao,x05,0.5,CLI.C.568896011,Expert,4,non,0.45118225881463175,0.45118225881463175,2,1
Doubao,x05,0.5,CLI.C.568896011,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.568896011,Expert,4,non,0.0,0.0,2,1
Doubao,x2,2.0,CLI.C.568896011,Expert,4,think,0.14064943743465796,0.14064943743465796,2,1
Doubao,pooled,,CLI.C.568896011,Expert,4,non,0.22559112940731588,0.22559112940731588,2,2
Doubao,pooled,,CLI.C.568896011,Expert,4,think,0.570324718717329,0.570324718717329,2,2
Doubao,x05,0.5,CLI.C.568896011,Chief judge,5,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.568896011,Chief judge,5,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Chief judge,5,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568896011,Chief judge,5,think,0.14064943743465796,0.14064943743465796,1,1
Doubao,pooled,,CLI.C.568896011,Chief judge,5,non,0.5,0.5,1,2
Doubao,pooled,,CLI.C.568896011,Chief judge,5,think,0.570324718717329,0.570324718717329,1,2
Doubao,x05,0.5,CLI.C.568922908,Fortune,1,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.568922908,Fortune,1,think,-0.2638146167557932,0.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Fortune,1,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Fortune,1,think,0.14919273461150345,0.14919273461150345,1,1
Doubao,pooled,,CLI.C.568922908,Fortune,1,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.568922908,Fortune,1,think,-0.05731094107214488,0.07459636730575173,1,2
Doubao,x05,0.5,CLI.C.568922908,Layperson,2,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.568922908,Layperson,2,think,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Layperson,2,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Layperson,2,think,0.14919273461150345,0.14919273461150345,1,1
Doubao,pooled,,CLI.C.568922908,Layperson,2,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.568922908,Layperson,2,think,0.07459636730575173,0.07459636730575173,1,2
Doubao,x05,0.5,CLI.C.568922908,Law student,3,non,-0.1642440666830911,0.0,1,1
Doubao,x05,0.5,CLI.C.568922908,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Law student,3,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Law student,3,think,0.14919273461150345,0.14919273461150345,1,1
Doubao,pooled,,CLI.C.568922908,Law student,3,non,-0.08212203334154555,0.0,1,2
Doubao,pooled,,CLI.C.568922908,Law student,3,think,0.5745963673057517,0.5745963673057517,1,2
Doubao,x05,0.5,CLI.C.568922908,Expert,4,non,-0.1642440666830911,0.0,2,1
Doubao,x05,0.5,CLI.C.568922908,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.568922908,Expert,4,non,0.10602767322271112,0.10602767322271112,2,1
Doubao,x2,2.0,CLI.C.568922908,Expert,4,think,0.14926841574167504,0.14926841574167504,2,1
Doubao,pooled,,CLI.C.568922908,Expert,4,non,-0.029108196730189995,0.05301383661135556,2,2
Doubao,pooled,,CLI.C.568922908,Expert,4,think,0.5746342078708375,0.5746342078708375,2,2
Doubao,x05,0.5,CLI.C.568922908,Chief judge,5,non,0.0,0.0,1,1
Doubao,x05,0.5,CLI.C.568922908,Chief judge,5,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Chief judge,5,non,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.568922908,Chief judge,5,think,0.14919273461150345,0.14919273461150345,1,1
Doubao,pooled,,CLI.C.568922908,Chief judge,5,non,0.0,0.0,1,2
Doubao,pooled,,CLI.C.568922908,Chief judge,5,think,0.5745963673057517,0.5745963673057517,1,2
Doubao,x05,0.5,CLI.C.569302802,Fortune,1,non,-0.02926169910952332,0.0,1,1
Doubao,x05,0.5,CLI.C.569302802,Fortune,1,think,0.2491103202846975,0.2491103202846975,1,1
Doubao,x2,2.0,CLI.C.569302802,Fortune,1,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569302802,Fortune,1,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569302802,Fortune,1,non,0.4853691504452383,0.5,1,2
Doubao,pooled,,CLI.C.569302802,Fortune,1,think,0.6245551601423488,0.6245551601423488,1,2
Doubao,x05,0.5,CLI.C.569302802,Layperson,2,non,-0.02926169910952332,0.0,1,1
Doubao,x05,0.5,CLI.C.569302802,Layperson,2,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569302802,Layperson,2,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569302802,Layperson,2,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569302802,Layperson,2,non,0.4853691504452383,0.5,1,2
Doubao,pooled,,CLI.C.569302802,Layperson,2,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.569302802,Law student,3,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.569302802,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569302802,Law student,3,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569302802,Law student,3,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569302802,Law student,3,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.569302802,Law student,3,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.569302802,Expert,4,non,-0.2857397491217777,0.0,2,1
Doubao,x05,0.5,CLI.C.569302802,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.569302802,Expert,4,non,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.569302802,Expert,4,think,1.0,1.0,2,1
Doubao,pooled,,CLI.C.569302802,Expert,4,non,0.35713012543911116,0.5,2,2
Doubao,pooled,,CLI.C.569302802,Expert,4,think,1.0,1.0,2,2
Doubao,x05,0.5,CLI.C.569302802,Chief judge,5,non,-0.02926169910952332,0.0,1,1
Doubao,x05,0.5,CLI.C.569302802,Chief judge,5,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569302802,Chief judge,5,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569302802,Chief judge,5,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569302802,Chief judge,5,non,0.4853691504452383,0.5,1,2
Doubao,pooled,,CLI.C.569302802,Chief judge,5,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.569614162,Fortune,1,non,0.9110719869987565,0.9110719869987565,1,1
Doubao,x05,0.5,CLI.C.569614162,Fortune,1,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Fortune,1,non,-0.284201925468045,0.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Fortune,1,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569614162,Fortune,1,non,0.3134350307653557,0.45553599349937823,1,2
Doubao,pooled,,CLI.C.569614162,Fortune,1,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.569614162,Layperson,2,non,0.9110719869987565,0.9110719869987565,1,1
Doubao,x05,0.5,CLI.C.569614162,Layperson,2,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Layperson,2,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Layperson,2,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569614162,Layperson,2,non,0.9555359934993782,0.9555359934993782,1,2
Doubao,pooled,,CLI.C.569614162,Layperson,2,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.569614162,Law student,3,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.569614162,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Law student,3,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Law student,3,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569614162,Law student,3,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.569614162,Law student,3,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.569614162,Expert,4,non,1.0,1.0,2,1
Doubao,x05,0.5,CLI.C.569614162,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.569614162,Expert,4,non,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.569614162,Expert,4,think,1.0,1.0,2,1
Doubao,pooled,,CLI.C.569614162,Expert,4,non,1.0,1.0,2,2
Doubao,pooled,,CLI.C.569614162,Expert,4,think,1.0,1.0,2,2
Doubao,x05,0.5,CLI.C.569614162,Chief judge,5,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.569614162,Chief judge,5,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Chief judge,5,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.569614162,Chief judge,5,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.569614162,Chief judge,5,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.569614162,Chief judge,5,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.573294677,Fortune,1,non,0.39528647586081644,0.39528647586081644,1,1
Doubao,x05,0.5,CLI.C.573294677,Fortune,1,think,0.0,0.0,1,1
Doubao,x2,2.0,CLI.C.573294677,Fortune,1,non,0.06398337937627496,0.06398337937627496,1,1
Doubao,x2,2.0,CLI.C.573294677,Fortune,1,think,0.25256260045805934,0.25256260045805934,1,1
Doubao,pooled,,CLI.C.573294677,Fortune,1,non,0.2296349276185457,0.2296349276185457,1,2
Doubao,pooled,,CLI.C.573294677,Fortune,1,think,0.12628130022902967,0.12628130022902967,1,2
Doubao,x05,0.5,CLI.C.573294677,Layperson,2,non,0.39528647586081644,0.39528647586081644,1,1
Doubao,x05,0.5,CLI.C.573294677,Layperson,2,think,5.300072434318449e-05,5.300072434318449e-05,1,1
Doubao,x2,2.0,CLI.C.573294677,Layperson,2,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573294677,Layperson,2,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.573294677,Layperson,2,non,0.6976432379304083,0.6976432379304083,1,2
Doubao,pooled,,CLI.C.573294677,Layperson,2,think,0.5000265003621716,0.5000265003621716,1,2
Doubao,x05,0.5,CLI.C.573294677,Law student,3,non,0.39528647586081644,0.39528647586081644,1,1
Doubao,x05,0.5,CLI.C.573294677,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573294677,Law student,3,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573294677,Law student,3,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.573294677,Law student,3,non,0.6976432379304083,0.6976432379304083,1,2
Doubao,pooled,,CLI.C.573294677,Law student,3,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.573294677,Expert,4,non,0.39528647586081644,0.39528647586081644,2,1
Doubao,x05,0.5,CLI.C.573294677,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.573294677,Expert,4,non,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.573294677,Expert,4,think,1.0,1.0,2,1
Doubao,pooled,,CLI.C.573294677,Expert,4,non,0.6976432379304083,0.6976432379304083,2,2
Doubao,pooled,,CLI.C.573294677,Expert,4,think,1.0,1.0,2,2
Doubao,x05,0.5,CLI.C.573294677,Chief judge,5,non,0.39528647586081644,0.39528647586081644,1,1
Doubao,x05,0.5,CLI.C.573294677,Chief judge,5,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573294677,Chief judge,5,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573294677,Chief judge,5,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.573294677,Chief judge,5,non,0.6976432379304083,0.6976432379304083,1,2
Doubao,pooled,,CLI.C.573294677,Chief judge,5,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.573503630,Fortune,1,non,-0.29485958863983597,0.0,1,1
Doubao,x05,0.5,CLI.C.573503630,Fortune,1,think,0.30917520741825283,0.30917520741825283,1,1
Doubao,x2,2.0,CLI.C.573503630,Fortune,1,non,-0.23856140655805314,0.0,1,1
Doubao,x2,2.0,CLI.C.573503630,Fortune,1,think,0.6772727272727272,0.6772727272727272,1,1
Doubao,pooled,,CLI.C.573503630,Fortune,1,non,-0.26671049759894455,0.0,1,2
Doubao,pooled,,CLI.C.573503630,Fortune,1,think,0.49322396734549,0.49322396734549,1,2
Doubao,x05,0.5,CLI.C.573503630,Layperson,2,non,0.9311355430731664,0.9311355430731664,1,1
Doubao,x05,0.5,CLI.C.573503630,Layperson,2,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573503630,Layperson,2,non,-0.12780075351324274,0.0,1,1
Doubao,x2,2.0,CLI.C.573503630,Layperson,2,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.573503630,Layperson,2,non,0.40166739477996183,0.4655677715365832,1,2
Doubao,pooled,,CLI.C.573503630,Layperson,2,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.573503630,Law student,3,non,1.0,1.0,1,1
Doubao,x05,0.5,CLI.C.573503630,Law student,3,think,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573503630,Law student,3,non,1.0,1.0,1,1
Doubao,x2,2.0,CLI.C.573503630,Law student,3,think,1.0,1.0,1,1
Doubao,pooled,,CLI.C.573503630,Law student,3,non,1.0,1.0,1,2
Doubao,pooled,,CLI.C.573503630,Law student,3,think,1.0,1.0,1,2
Doubao,x05,0.5,CLI.C.573503630,Expert,4,non,0.9655677715365831,0.9655677715365831,2,1
Doubao,x05,0.5,CLI.C.573503630,Expert,4,think,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.573503630,Expert,4,non,1.0,1.0,2,1
Doubao,x2,2.0,CLI.C.573503630,Expert,4,think,1.0,1.0,2,1
Doubao,pooled,,CLI.C.573503630,Expert,4,non,0.9827838857682916,0.9827838857682916,2,2
Doubao,pooled,,CLI.C.573503630,Expert,4,think,1.0,1.0,2,2
